filter,target,model_type,independent_vars,adj_r_squared,f_pvalue,n_obs,significant_vars
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness, content-enjoyment, content-usefulness",0.09915590999026924,0.2077114916056904,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-complexity, content-enjoyment, production-complexity",0.008721231373309712,0.3952742209795719,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-quality, content-enjoyment, production-quality",0.21350052754016158,0.07904132392533147,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-complexity, content-usefulness, production-complexity",-0.032516288645134894,0.5115693728932786,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-quality, content-usefulness, production-quality",0.31574752088930913,0.02829017362619549,20,
is-invented-brand,aided,explicit_vars_only,"production-complexity:production-quality, production-complexity, production-quality",0.12302563852518511,0.17223943945457126,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-complexity, content-enjoyment, content-usefulness, production-complexity",-0.04633770717727281,0.5497473920248985,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-quality, content-enjoyment, content-usefulness, production-quality",0.19175582026520788,0.12778618793349672,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-complexity:production-quality, content-enjoyment, production-complexity, production-quality",0.11611898869693837,0.2198203178575434,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-complexity:production-quality, content-usefulness, production-complexity, production-quality",0.1701763392319785,0.15035068189452389,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-complexity:production-quality, content-enjoyment, content-usefulness, production-complexity, production-quality",0.14629442366573864,0.2110025329756331,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment, content-enjoyment",0.048527645497440264,0.17756391773757338,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness, content-usefulness",0.0757074770915993,0.1272633291987295,20,
is-invented-brand,aided,explicit_vars_only,"production-complexity, production-complexity",-0.04250967853961485,0.6407752448018549,20,
is-invented-brand,aided,explicit_vars_only,"production-quality, production-quality",0.2036511505985268,0.026294502776036018,20,"production-quality*, production-quality*"
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness, content-enjoyment, content-usefulness, is-demanding",0.2864540794230628,0.05776154579750362,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-complexity, content-enjoyment, production-complexity, is-demanding",0.1899904222316403,0.12952892140343406,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-quality, content-enjoyment, production-quality, is-demanding",0.4084216714762805,0.01655213444682961,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-complexity, content-usefulness, production-complexity, is-demanding",0.1460037342119651,0.1790379689130354,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-quality, content-usefulness, production-quality, is-demanding",0.5174851310487076,0.00405390022581819,20,"content-usefulness:production-quality*, content-usefulness*, is-demanding*"
is-invented-brand,aided,explicit_vars_only,"production-complexity:production-quality, production-complexity, production-quality, is-demanding",0.3119151231936399,0.045534504384604595,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-complexity, content-enjoyment, content-usefulness, production-complexity, is-demanding",0.14394650170303902,0.2140352898354675,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-quality, content-enjoyment, content-usefulness, production-quality, is-demanding",0.39904670967712497,0.028561021932675016,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-complexity:production-quality, content-enjoyment, production-complexity, production-quality, is-demanding",0.3180072472825519,0.0606467565819145,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-complexity:production-quality, content-usefulness, production-complexity, production-quality, is-demanding",0.3759258371415226,0.035861323397226245,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-complexity:production-quality, content-enjoyment, content-usefulness, production-complexity, production-quality, is-demanding",0.3660337356016897,0.054817845206770764,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment, content-enjoyment, is-demanding",0.21081260296797377,0.05193276230845139,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-usefulness, content-usefulness, is-demanding",0.23959124818531874,0.037871336364603075,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"production-complexity, production-complexity, is-demanding",0.1144201422228569,0.13830756312441345,20,
is-invented-brand,aided,explicit_vars_only,"production-quality, production-quality, is-demanding",0.3750610201338307,0.00714545591013463,20,"production-quality*, production-quality*, is-demanding*"
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness, content-enjoyment, content-usefulness, is-playlist",0.06916904043405114,0.2964947262383809,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-complexity, content-enjoyment, production-complexity, is-playlist",0.04985352928800735,0.3326353906029486,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-quality, content-enjoyment, production-quality, is-playlist",0.17922507661978182,0.14055041387070377,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-complexity, content-usefulness, production-complexity, is-playlist",-0.009840444876322518,0.4607296128413423,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-quality, content-usefulness, production-quality, is-playlist",0.27018389103340223,0.0668615728210021,20,
is-invented-brand,aided,explicit_vars_only,"production-complexity:production-quality, production-complexity, production-quality, is-playlist",0.10452992860619825,0.2372886290806967,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-complexity, content-enjoyment, content-usefulness, production-complexity, is-playlist",-0.0277859649477461,0.5093982024976476,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-quality, content-enjoyment, content-usefulness, production-quality, is-playlist",0.13432623124669596,0.2267618761660551,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-complexity:production-quality, content-enjoyment, production-complexity, production-quality, is-playlist",0.1020532264143702,0.27298867874708965,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-complexity:production-quality, content-usefulness, production-complexity, production-quality, is-playlist",0.12260789031822339,0.24291764556474568,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-complexity:production-quality, content-enjoyment, content-usefulness, production-complexity, production-quality, is-playlist",0.08209930293516088,0.3302078562842196,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment, content-enjoyment, is-playlist",0.06930988662070958,0.21098597038992706,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness, content-usefulness, is-playlist",0.10420590664925666,0.15246841190045654,20,
is-invented-brand,aided,explicit_vars_only,"production-complexity, production-complexity, is-playlist",0.014974272698595636,0.3417547821077349,20,
is-invented-brand,aided,explicit_vars_only,"production-quality, production-quality, is-playlist",0.1869923997610261,0.06686738979448653,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness, content-enjoyment, content-usefulness, is-demanding, is-playlist",0.26770373128659997,0.09136350902493022,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-complexity, content-enjoyment, production-complexity, is-demanding, is-playlist",0.24700854077298062,0.10691575046377148,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-quality, content-enjoyment, production-quality, is-demanding, is-playlist",0.385620912914175,0.03263984709279315,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-complexity, content-usefulness, production-complexity, is-demanding, is-playlist",0.18305071131119943,0.16723188365354097,20,
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-quality, content-usefulness, production-quality, is-demanding, is-playlist",0.4830767855001873,0.011290218007408821,20,"content-usefulness:production-quality*, content-usefulness*, is-demanding*"
is-invented-brand,aided,explicit_vars_only,"production-complexity:production-quality, production-complexity, production-quality, is-demanding, is-playlist",0.305590397185329,0.06735773113710047,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-complexity, content-enjoyment, content-usefulness, production-complexity, is-demanding, is-playlist",0.17856254786409187,0.20138117828944996,20,
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-quality, content-enjoyment, content-usefulness, production-quality, is-demanding, is-playlist",0.35314491299656803,0.060985184312519786,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:production-complexity:production-quality, content-enjoyment, production-complexity, production-quality, is-demanding, is-playlist",0.31838936933098594,0.0801673927332424,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-usefulness:production-complexity:production-quality, content-usefulness, production-complexity, production-quality, is-demanding, is-playlist",0.3405251612274428,0.06750797056028894,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment:content-usefulness:production-complexity:production-quality, content-enjoyment, content-usefulness, production-complexity, production-quality, is-demanding, is-playlist",0.3148006308048942,0.10420095919384144,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-enjoyment, content-enjoyment, is-demanding, is-playlist",0.2430365440033565,0.05976437821934295,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"content-usefulness, content-usefulness, is-demanding, is-playlist",0.28011356528368725,0.04127090401853751,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"production-complexity, production-complexity, is-demanding, is-playlist",0.18530495421111004,0.10198829054710339,20,is-demanding*
is-invented-brand,aided,explicit_vars_only,"production-quality, production-quality, is-demanding, is-playlist",0.36807421421494224,0.015566414560028571,20,"production-quality*, production-quality*, is-demanding*"
